,index,Image_ID,Question,Ground_Truth,Question_Type
938,1487,6776.JPG,How many buildings can be seen in this image?,6,Simple_Counting
939,1498,6779.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
940,1499,6779.JPG,Is the entire road flooded?,No,Yes/No_Road
941,1500,6779.JPG,How many buildings are non flooded in this image?,6,Complex_Counting
942,1501,6779.JPG,How many buildings can be seen in this image?,6,Simple_Counting
943,1502,6779.JPG,What is the condition of road?,non flooded,Condition_Road
944,1516,6783.JPG,How many buildings are in the image?,6,Simple_Counting
945,1517,6783.JPG,How many non flooded buildings can be seen in this image?,6,Complex_Counting
946,1518,6783.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
947,1534,6787.JPG,How many buildings are non flooded in this image?,7,Complex_Counting
948,1535,6787.JPG,What is the condition of road?,non flooded,Condition_Road
949,1536,6787.JPG,How many buildings can be seen in the image?,7,Simple_Counting
950,1537,6787.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
951,1538,6787.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
952,1539,6788.JPG,Is the entire road flooded?,No,Yes/No_Road
953,1540,6788.JPG,How many buildings are non flooded in this image?,6,Complex_Counting
954,1541,6788.JPG,How many buildings can be seen in this image?,6,Simple_Counting
955,1542,6788.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
956,1543,6788.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
957,1544,6789.JPG,What is the condition of road?,non flooded,Condition_Road
958,1545,6789.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
959,1546,6789.JPG,How many buildings are non flooded in this image?,6,Complex_Counting
960,1547,6789.JPG,How many buildings are in this image?,6,Simple_Counting
961,1548,6789.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
962,1549,6790.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
963,1550,6790.JPG,Is the entire road flooded?,No,Yes/No_Road
964,1551,6790.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
965,1552,6790.JPG,How many non flooded buildings can be seen in this image?,7,Complex_Counting
966,1553,6790.JPG,How many buildings are in this image?,7,Simple_Counting
967,1559,6792.JPG,How many buildings are non flooded?,8,Complex_Counting
968,1560,6792.JPG,Is the entire road flooded?,No,Yes/No_Road
969,1561,6792.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
970,1562,6792.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
971,1563,6792.JPG,How many buildings can be seen in the image?,8,Simple_Counting
972,1564,6793.JPG,How many buildings are in this image?,8,Simple_Counting
973,1565,6793.JPG,How many non flooded buildings can be seen in this image?,8,Complex_Counting
974,1566,6793.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
975,1567,6793.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
976,1568,6793.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
977,1584,6797.JPG,How many buildings are non flooded?,3,Complex_Counting
978,1585,6797.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
979,1586,6797.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
980,1587,6797.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
981,1588,6797.JPG,How many buildings are in this image?,3,Simple_Counting
982,1589,6798.JPG,How many buildings are non flooded?,5,Complex_Counting
983,1590,6798.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
984,1591,6798.JPG,How many buildings are in this image?,5,Simple_Counting
985,1592,6798.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
986,1593,6798.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
987,1594,6799.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
988,1595,6799.JPG,What is the condition of road?,non flooded,Condition_Road
989,1596,6799.JPG,How many buildings are in this image?,4,Simple_Counting
990,1597,6799.JPG,Is the entire road flooded?,No,Yes/No_Road
991,1598,6799.JPG,How many buildings are non flooded?,4,Complex_Counting
992,1599,6800.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
993,1600,6800.JPG,What is the condition of road?,non flooded,Condition_Road
994,1601,6800.JPG,How many buildings are in this image?,5,Simple_Counting
995,1602,6800.JPG,How many non flooded buildings can be seen in this image?,5,Complex_Counting
996,1603,6800.JPG,Is the entire road flooded?,No,Yes/No_Road
997,1609,6802.JPG,How many buildings can be seen in the image?,4,Simple_Counting
998,1610,6802.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
999,1611,6802.JPG,How many buildings are non flooded?,4,Complex_Counting
1000,1612,6802.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1001,1613,6802.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1002,1614,6803.JPG,How many buildings are in this image?,4,Simple_Counting
1003,1615,6803.JPG,How many buildings are non flooded in this image?,4,Complex_Counting
1004,1616,6803.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1005,1617,6803.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1006,1618,6803.JPG,Is the entire road flooded?,No,Yes/No_Road
1007,1619,6804.JPG,How many buildings are in this image?,4,Simple_Counting
1008,1620,6804.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1009,1621,6804.JPG,Is the entire road flooded?,No,Yes/No_Road
1010,1622,6804.JPG,How many non flooded buildings can be seen in this image?,4,Complex_Counting
1011,1623,6804.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1012,1624,6805.JPG,How many buildings are in the image?,4,Simple_Counting
1013,1625,6805.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1014,1626,6805.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1015,1627,6805.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
1016,1628,6805.JPG,How many non flooded buildings can be seen in this image?,4,Complex_Counting
1017,1629,6806.JPG,How many buildings are non flooded?,3,Complex_Counting
1018,1630,6806.JPG,Is the entire road flooded?,No,Yes/No_Road
1019,1631,6806.JPG,How many buildings are in this image?,3,Simple_Counting
1020,1632,6806.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1021,1633,6806.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1022,1634,6807.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1023,1635,6807.JPG,How many buildings are in the image?,2,Simple_Counting
1024,1636,6807.JPG,How many non flooded buildings can be seen in this image?,2,Complex_Counting
1025,1637,6807.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1026,1638,6807.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
1027,1639,6808.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
1028,1640,6808.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1029,1641,6808.JPG,How many buildings are in this image?,1,Simple_Counting
1030,1643,6810.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1031,1645,6812.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1032,1646,6813.JPG,How many buildings are in the image?,1,Simple_Counting
1033,1647,6813.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1034,1648,6813.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
1035,1649,6814.JPG,How many buildings can be seen in the image?,2,Simple_Counting
1036,1650,6814.JPG,How many buildings are non flooded?,2,Complex_Counting
1037,1651,6814.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1038,1661,6818.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1039,1662,6818.JPG,Is the entire road flooded?,No,Yes/No_Road
1040,1663,6818.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1041,1664,6818.JPG,How many buildings can be seen in this image?,3,Simple_Counting
1042,1665,6818.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
1043,1666,6819.JPG,What is the condition of road?,non flooded,Condition_Road
1044,1667,6819.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1045,1668,6819.JPG,Is the entire road flooded?,No,Yes/No_Road
1046,1669,6819.JPG,How many buildings are non flooded?,1,Complex_Counting
1047,1670,6819.JPG,How many buildings are in the image?,1,Simple_Counting
1048,1671,6820.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
1049,1672,6820.JPG,Is the entire road flooded?,No,Yes/No_Road
1050,1673,6820.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1051,1674,6820.JPG,How many buildings can be seen in the image?,3,Simple_Counting
1052,1675,6820.JPG,What is the condition of road?,non flooded,Condition_Road
1053,1676,6824.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1054,1677,6824.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1055,1678,6824.JPG,How many buildings can be seen in this image?,2,Simple_Counting
1056,1679,6824.JPG,How many non flooded buildings can be seen in this image?,2,Complex_Counting
1057,1680,6824.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
1058,1686,6826.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1059,1687,6826.JPG,How many buildings can be seen in the image?,1,Simple_Counting
1060,1688,6826.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
1061,1689,6826.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
1062,1690,6826.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
1063,1697,6829.JPG,How many buildings are non flooded in this image?,7,Complex_Counting
1064,1698,6829.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1065,1699,6829.JPG,How many buildings are in the image?,7,Simple_Counting
1066,1700,6830.JPG,How many buildings are in the image?,7,Simple_Counting
1067,1701,6830.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
1068,1702,6830.JPG,What is the condition of road?,non flooded,Condition_Road
1069,1703,6830.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1070,1704,6830.JPG,How many non flooded buildings can be seen in this image?,7,Complex_Counting
1071,1710,6832.JPG,What is the condition of road?,non flooded,Condition_Road
1072,1711,6832.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1073,1712,6832.JPG,How many buildings can be seen in the image?,8,Simple_Counting
1074,1713,6832.JPG,How many buildings are non flooded in this image?,8,Complex_Counting
1075,1714,6832.JPG,Is the entire road flooded?,No,Yes/No_Road
1076,1715,6833.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
1077,1716,6833.JPG,Is the entire road flooded?,No,Yes/No_Road
1078,1717,6833.JPG,How many buildings can be seen in this image?,5,Simple_Counting
1079,1718,6833.JPG,What is the condition of road?,non flooded,Condition_Road
1080,1719,6833.JPG,How many buildings are non flooded?,5,Complex_Counting
1081,1720,6836.JPG,How many buildings are in this image?,6,Simple_Counting
1082,1721,6836.JPG,How many non flooded buildings can be seen in this image?,6,Complex_Counting
